status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time,delay
downloadedSegment,2791712.0,6000.0,4417.6576000000005,148.57616946628764,1.835908529084255,119347.0,1474.7329669872483,242.7836144,80.92787146666666,0.0,0.0,0.0,0.0,0.0,4267.0,52.725963536030136,3.2858310632554564,0.0406019706648142,1.835908529084255,0.0,2.694799116364233e-13,1.2652223956518698,558.3424,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.6576000000005
missingTrace,5286936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,5286936.0,6000.0,3918.6128,150.4014197748413,1.8320585817538704,120774.0,1471.1632608521063,246.2826592,82.09421973333333,0.0,0.0,0.0,0.0,0.0,4267.0,51.9768628517391,3.2858310632554564,0.0400251208176266,1.8320585817538704,0.0,2.772849700527221e-13,1.2635477204058487,1057.3872,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.612799999999
downloadedSegment,3915464.0,6000.0,4192.907200000001,152.22667008339494,1.8339946556292748,122201.0,1472.2517466208428,249.0083648,83.00278826666667,0.0,0.0,0.0,0.0,0.0,4267.0,51.40791157871978,3.2858310632554564,0.0395869961946208,1.8339946556292748,0.0,2.849019547722427e-13,1.2662499268458345,783.0928000000001,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.9072000000006
missingTrace,5018104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,5018104.0,6000.0,3972.3792,154.05192039194858,1.832287158086616,123628.0,1470.426309542917,252.2288928,84.0762976,0.0,0.0,0.0,0.0,0.0,4267.0,50.75152119923986,3.2858310632554564,0.0390815385197867,1.832287158086616,0.0,2.9233758271272706e-13,1.266164907108449,1003.6208,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.3791999999994
downloadedSegment,3538808.0,6000.0,4268.2384,155.87717070050223,1.8343307867870864,125055.0,1471.6217616138704,254.9330336,84.97767786666667,0.0,0.0,0.0,0.0,0.0,4267.0,50.213186652324055,3.2858310632554564,0.0386669905055661,1.8343307867870864,0.0,2.78198379365837e-13,1.2689113883445249,707.7616,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268.2384000000002
missingTrace,4661320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,4661320.0,6000.0,4043.736,157.70242100905588,1.832630069056623,126482.0,1469.8234491980895,258.157536,86.052512,0.0,0.0,0.0,0.0,0.0,4267.0,49.58600162654172,3.2858310632554564,0.0381840226030293,1.832630069056623,0.0,2.749635144894901e-13,1.2687969782552848,932.264,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.736
missingTrace,3646816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,3646816.0,6000.0,4246.6368,159.52767131760953,1.8339701595491285,127909.0,1470.4739760836408,260.9546352,86.9848784,0.0,0.0,0.0,0.0,0.0,4267.0,49.05450324800362,3.2858310632554564,0.0377747388246674,1.8339701595491285,0.0,2.718030143229442e-13,1.2709732518016996,729.3632,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.6368000000002
downloadedSegment,4915304.0,6000.0,3992.9391999999993,161.35292162616318,1.832110137286668,129336.0,1468.5683675757257,264.2083328,88.06944426666666,0.0,0.0,0.0,0.0,0.0,4267.0,48.45040224257454,3.2858310632554564,0.0373095469219295,1.832110137286668,0.0,2.7904951077123945e-13,1.2707034494168483,983.0608000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.9391999999988
missingTrace,4357192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,4357192.0,6000.0,4104.561600000001,163.17817193471683,1.8327987457091144,130763.0,1468.715205861255,267.0967104,89.03223679999999,0.0,0.0,0.0,0.0,0.0,4267.0,47.92646072214599,3.2858310632554564,0.036906082351235,1.8327987457091144,0.0,2.759141230097649e-13,1.2723496607037794,871.4384,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.561600000001
downloadedSegment,4410640.0,6000.0,4093.872,165.00342224327048,1.83264237384763,132190.0,1468.193762925414,270.10740000000004,90.03580000000001,0.0,0.0,0.0,0.0,0.0,4267.0,47.39225952343401,3.2858310632554564,0.0364947172486439,1.83264237384763,0.0,2.8295390721824445e-13,1.2733394273386105,882.1280000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.8719999999994
missingTrace,3095568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,3095568.0,6000.0,4356.886399999999,166.82867255182413,1.8343277123143864,133617.0,1469.1561239880612,272.84438559999995,90.94812853333332,0.0,0.0,0.0,0.0,0.0,4267.0,46.91685325263296,3.2858310632554564,0.0361286275621512,1.8343277123143864,0.0,2.898389708946695e-13,1.2757114237922011,619.1136000000001,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.8863999999994
downloadedSegment,5023008.0,6000.0,3971.3984,168.65392286037778,1.8316692614999384,135044.0,1466.6480302078378,276.2298736,92.07662453333332,0.0,0.0,0.0,0.0,0.0,4267.0,46.34183780765412,3.2858310632554564,0.0356858331841425,1.8316692614999384,0.0,2.9657435927378105e-13,1.2747743791387116,1004.6016000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.3984
