status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time
missingTrace,623576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,623576,25000.0,3000.0,0.0,0.0,9200.0,125.2914885485679,220.2863125,73.42877083333333,93.286625,0.4234789894174655,1.2704369682523966,40.0,0.5447456023850779,0.0,0.0,0.0,0.0,-2.117394947087328,0.0,0.0,-6.752295395510058,4871.6875
missingTrace,683456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,683456,25000.0,3000.0,0.0,0.0,9430.0,125.34292493962556,225.7008125,75.23360416666667,95.701125,0.4240176361793115,1.2720529085379346,41.0,0.5449692388679371,0.0,0.0,0.0,0.0,-2.1200881808965577,0.0,0.0,-6.769864139890175,5339.5
missingTrace,742584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,742584,25000.0,3000.0,0.0,0.0,9660.0,125.1418263236134,231.57725,77.19241666666667,98.5775625,0.4256789581014543,1.2770368743043627,42.0,0.5440948970591886,0.0,0.0,0.0,0.0,-2.128394790507272,0.0,0.0,-6.787199115370265,5801.4375
missingTrace,635224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,635224,25000.0,3000.0,0.0,0.0,9890.0,125.39360495784422,236.6149375,78.87164583333333,100.61525,0.4252278028727582,1.275683408618275,43.0,0.5451895867732357,0.0,0.0,0.0,0.0,-2.126139014363791,0.0,0.0,-6.803786091719132,4962.6875
missingTrace,703264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,703264,25000.0,3000.0,0.0,0.0,10120.0,125.35913394428364,242.1841875,80.7280625,103.1845,0.4260579564055973,1.278173869216792,44.0,0.5450397128012332,0.0,0.0,0.0,0.0,-2.1302897820279867,0.0,0.0,-6.820205973766918,5494.25
missingTrace,642896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,642896,25000.0,3000.0,0.0,0.0,10350.0,125.56523945730946,247.2818125,82.42727083333334,105.282125,0.4257576565603667,1.2772729696811,45.0,0.5459358237274324,0.0,0.0,0.0,0.0,-2.1287882828018336,0.0,0.0,-6.8360756391266655,5022.625
missingTrace,737872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,737872,25000.0,3000.0,0.0,0.0,10580.0,125.39435740206714,253.1214375,84.3738125,108.12175,0.4271536661133255,1.2814609983399767,46.0,0.5451928582698572,0.0,0.0,0.0,0.0,-2.1357683305666275,0.0,0.0,-6.851879747757922,5764.625
missingTrace,668032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,668032,25000.0,3000.0,0.0,0.0,10810.0,125.49559853598142,258.4154375,86.13847916666667,110.41575,0.4272800072170611,1.2818400216511832,47.0,0.5456330371129626,0.0,0.0,0.0,0.0,-2.136400036085305,0.0,0.0,-6.86713965299839,5219.0
missingTrace,654648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,654648,25000.0,3000.0,0.0,0.0,11040.0,125.64259291486928,263.604875,87.86829166666666,112.6051875,0.4271741465327604,1.2815224395982814,48.0,0.5462721431081273,0.0,0.0,0.0,0.0,-2.1358707326638022,0.0,0.0,-6.882043309465195,5114.4375
missingTrace,720984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,720984,25000.0,3000.0,0.0,0.0,11270.0,125.54185993458808,269.3125625,89.77085416666667,115.312875,0.4281748832269939,1.284524649680982,49.0,0.5458341736286438,0.0,0.0,0.0,0.0,-2.1408744161349698,0.0,0.0,-6.896826105755311,5632.6875
missingTrace,655016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,655016,25000.0,3000.0,0.0,0.0,11500.0,125.68082807272548,274.504875,91.501625,117.5051875,0.428062297618576,1.284186892855728,50.0,0.5464383829248934,0.0,0.0,0.0,0.0,-2.14031148809288,0.0,0.0,-6.911129870562192,5117.3125
missingTrace,660088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,660088,25000.0,3000.0,0.0,0.0,11730.0,125.79681481857166,279.7368125,93.24560416666668,119.737125,0.4280349230046367,1.2841047690139102,51.0,0.5469426731242246,0.0,0.0,0.0,0.0,-2.1401746150231835,0.0,0.0,-6.925167194243475,5156.9375
missingTrace,653152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,653152,25000.0,3000.0,0.0,0.0,11960.0,125.93248897202298,284.9145625,94.97152083333332,121.914875,0.4278997673205981,1.2836993019617942,52.0,0.547532560747926,0.0,0.0,0.0,0.0,-2.1394988366029906,0.0,0.0,-6.938916623476982,5102.75
missingTrace,734504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
